StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
110,0,201306,3.34,70.39,1.08,-2.66,0.86,-1.18,243,26,0.89,1.11,1.24,0.26,-0.03,-0.3,-0.74,57.78,82.99
110,0,201307,3.34,74.21,1.73,-1.63,2.28,0.62,337,5,1.54,1.51,1.56,0.54,0.23,0.04,-0.52,61.99,86.43
110,0,201308,2.56,72.99,1.69,-1.32,0.43,0.96,286,11,-0.15,0.86,1.15,0.58,0.75,0.09,-0.46,60.58,85.39
110,0,201309,2.98,66.96,1.84,-0.86,0.98,1.57,175,59,1.09,0.69,1.26,1.67,0.8,0.38,-0.34,54.72,79.18
110,0,201310,2.23,53.44,1.85,-0.57,0.59,1.83,54,259,0.05,0.6,0.45,1.27,0.67,0.4,-0.33,41.54,65.32
110,0,201311,2.04,41.61,1.59,-0.58,-0.21,1.57,16,576,-0.31,-0.17,0.29,0.76,0.56,0.72,-0.45,30.74,52.48
110,0,201312,2.21,31.06,1.43,1.43,0.01,1.43,12,835,-0.3,-0.38,-0.29,0.37,0.88,0.41,-0.41,20.61,41.52
110,0,201401,1.37,30.56,0.72,0.72,-1.69,-0.29,6,980,-1.91,-1.34,-1.19,-0.53,0.25,-0.04,-0.57,18.68,42.44
110,0,201402,2.25,32.13,1,1,1.05,0.52,11,807,0.31,-1.21,-1.1,-0.41,0.07,0.04,-0.46,21.24,43.02
110,0,201403,2.37,40.51,0.81,0.81,-0.24,0.17,14,690,-0.22,0.08,-1.13,-0.85,-0.17,0.35,-0.59,28.18,52.84
110,0,201404,2.88,51.69,1.06,1.06,0.99,0.8,35,328,0.8,0.38,0.49,-0.6,-0.24,0.39,-0.41,38.8,64.56
110,0,201405,2.81,61.27,0.75,0.75,-0.61,0.1,111,128,-0.18,0.38,0.16,-0.6,-0.26,0.12,-0.36,48.45,74.1
110,0,201406,3.67,69.58,1.33,1.33,1.98,1.33,240,27,1.76,0.81,1,0,-0.19,0.25,0.02,57.36,81.81
110,0,201407,2.6,73.29,1.27,1.27,0.25,1.27,298,10,-0.56,0.79,0.4,0.47,-0.3,-0.09,0.02,60.78,85.8
110,0,201408,3.13,72.25,1.79,1.79,1.93,1.79,289,13,1.32,0.52,1.39,0.79,0.05,0.17,0.22,60.26,84.22
110,0,201409,2.64,66.2,1.67,1.67,0.2,1.67,179,57,0.33,1.05,0.6,1.06,0.26,0.01,0.29,54.12,78.26
110,0,201410,2.42,56.93,1.53,1.53,0.09,1.5,71,222,0.36,0.42,0.9,0.87,0.87,0.12,0.36,44.46,69.39
110,0,201411,2.13,39.25,1.44,1.44,0.2,1.43,9,620,-0.16,0.14,0.23,0.84,0.66,0.14,0.6,28.22,50.29
110,0,201412,2.58,36.81,1.42,1.42,0.37,1.42,9,712,0.37,0.14,0.27,0.47,0.83,0.31,0.53,28.26,45.34
110,0,201501,1.83,33.08,-0.15,1.12,-0.45,0.79,8,900,-0.86,-0.29,-0.29,0.3,0.44,0.5,0.37,22.89,43.27
110,0,201502,1.74,32.99,-0.29,0.85,-0.47,0.19,6,879,-0.85,-1.29,-0.7,-0.24,0.3,0.26,0.29,21.58,44.4
110,0,201503,2.13,45.39,-1.06,-1.06,-2.39,-1.06,28,592,-0.76,-1.15,-1.55,-0.59,-0.25,0.18,0.41,33.03,57.76
110,0,201504,2.83,53.24,0.09,-0.85,0.28,-0.55,51,303,0.7,0,-0.44,-0.5,0.06,0.2,0.39,40.62,65.84
110,0,201505,4.44,60.84,1.47,1.47,4.14,1.47,123,119,2.7,2.2,1.41,0.59,0.57,0.93,0.64,49.12,72.54
110,0,201506,3.55,71.37,1.7,1.7,1.16,1.7,252,24,1.43,3.04,2.54,0.88,0.77,0.86,0.72,59.07,83.64
110,0,201507,3.23,73.92,2.23,2.23,2.12,2.23,333,6,1.22,1.69,3.09,1.55,0.9,1.15,0.69,61.84,85.96
110,0,201508,2.41,72.95,1.99,1.99,-0.05,1.9,312,11,-0.57,0.34,1.07,1.85,0.91,0.81,0.66,60.1,85.77
110,0,201509,2.12,68.54,1.09,1.09,-2.07,0.02,220,31,-0.81,-0.95,-0.2,1.77,0.61,0.57,0.41,55.74,81.3
110,0,201510,2.9,57.24,1.38,1.38,1.2,0.81,73,230,1.12,0.38,0.09,1.95,1.23,0.81,0.63,45.37,69.1
110,0,201511,3.35,44.6,2.09,2.09,2.54,2.09,27,448,1.83,1.91,1.26,1.61,2.11,1.41,1.02,33.96,55.22
110,0,201512,4.06,38.66,3.5,3.5,4.88,3.5,24,585,3.03,2.94,2.87,2.22,3.09,2.21,1.47,29.25,48.06
110,0,201601,2.04,32.22,3.6,3.6,1.38,3.6,6,881,-0.42,1.73,2.23,1.66,2.65,2.16,1.54,22.59,41.86
110,0,201602,1.93,39.47,-0.31,2.92,-0.92,2.5,10,636,-0.4,-0.64,1.36,1.68,1.95,2.35,1.45,28.11,50.81
110,0,201603,2.92,47.5,-0.48,2.41,-0.62,1.7,33,455,0.89,0.4,0.04,2.23,1.84,2.85,1.63,35.51,59.47
110,0,201604,3,53.19,0.26,2.43,0.79,1.97,40,314,1.05,1.18,0.84,1.99,1.79,2.71,1.64,40.8,65.57
110,0,201605,3.07,60.33,0.4,2.34,0.49,2.02,94,152,0.34,0.86,1.05,1.59,1.92,2.11,1.78,48.15,72.5
110,0,201606,2.48,71.76,-0.7,1.4,-2.09,0.25,268,20,-1.04,-0.45,0.15,0.06,1.94,1.6,1.5,58.6,84.92
110,0,201607,2.92,75.22,-0.82,1.06,-0.58,-0.28,381,5,0.34,-0.56,-0.27,0.28,1.65,1.44,1.65,62.53,87.91
110,0,201608,3.47,73.53,-0.09,1.6,1.94,0.94,360,6,2.11,1.95,0.61,1.14,1.65,2.01,1.73,61.23,85.8
110,0,201609,2.73,67.12,-0.07,1.44,0.02,0.77,216,38,0.53,1.71,1.56,1.01,0.79,2.4,1.83,54.84,79.39
110,0,201610,2.39,57.72,-0.17,1.19,-0.32,0.4,82,199,0.31,0.5,1.33,0.71,0.95,2.02,1.87,45.55,69.89
110,0,201611,1.75,47.97,-1.18,-1.18,-3.07,-1.18,23,423,-0.8,-0.32,-0.05,0.22,0.71,1.23,1.73,36.36,59.56
110,0,201612,2.72,32.95,-1.4,-1.4,-1.02,-1.4,15,793,0.62,-0.13,0.04,0.78,0.66,0.58,1.61,23.27,42.64
110,0,201701,3.24,33.57,-0.91,-0.91,1.03,-0.26,15,775,1.68,1.57,0.77,1.29,0.93,1.09,1.85,24.35,42.78
110,0,201702,2.25,41.18,-0.92,-0.92,-0.3,-0.38,20,554,0.31,1.51,1.53,0.87,0.97,1.27,1.94,30.2,52.14
110,0,201703,2.59,46.15,-1.23,-1.23,-1.2,-1.23,29,551,0.24,0.39,1.34,0.84,1.33,1.14,2.14,34.48,57.81
110,0,201704,3.5,53.8,0.67,0.67,2.01,0.67,53,250,2.01,1.37,1.29,1.34,1.75,1.39,2.26,41.68,65.88
110,0,201705,3.36,60.57,1,1,1.21,1,102,156,0.89,1.77,1.45,2,1.49,1.53,2.12,47.86,73.26
110,0,201706,3.07,70.36,0.94,0.94,0.1,0.9,237,24,0.24,0.74,1.6,2.06,1.44,1.85,2.05,57.45,83.25
110,0,201707,2.8,75.7,0.89,0.89,0.15,0.85,359,5,0,0.14,0.57,1.25,1.37,1.8,2.03,62.85,88.56
110,0,201708,3.42,72.01,1.69,1.69,2.68,1.69,287,15,1.99,1.55,1.22,2,2.39,1.77,2.28,59.76,84.27
110,0,201709,2.27,66.27,-0.31,1.21,-0.92,0.68,180,44,-0.49,0.92,0.75,1.63,2.12,1.55,2.47,53.76,78.76
110,0,201710,2.6,55.69,0.3,1.38,0.89,1.22,74,194,0.65,0.2,1.01,1.05,1.57,1.63,2.42,42.93,68.45
110,0,201711,1.62,45.03,-0.72,-0.72,-2.15,-0.72,25,498,-1.02,-0.23,-0.39,0.25,1,1.58,1.83,33.87,56.17
110,0,201712,1.59,34.29,-1.54,-1.54,-2.69,-1.54,9,810,-1.41,-1.63,-0.88,-0.31,0.51,1.01,1.02,23.74,44.83
